case_id,platform,platform_video_id,video_url,author_name,title,like_count,follower_count,published_at,comment_count,visual_main_arousal_label,visual_main_arousal_share,text_arousal_label,text_arousal_confidence,comment_count_effective,anger_count,anger_mean_score,anger_rate,high_anger_flag
v032,douyin,7578730342039719203,https://www.douyin.com/video/7578730342039719203,广西台新闻910,“吸毒记录等将被封存”引热议，专家解读强调：并非对特定群体保护！（编辑：一只大鱼鱼）,3106,263000,2025-11-30T19:44:29+00:00,1742,Mitigating,0.526316,Mitigating,high,1742,284,0.16292508720856122,0.16303099885189437,0
v033,douyin,7587380360196042971,https://www.douyin.com/video/7587380360196042971,评论员刘雪松,吸毒记录封存，有了正式回应 #官方正式回应“吸毒记录封存”#官方回应哪位少爷吸了 #抖音热评,43070,10694000,2025-12-24T03:11:03+00:00,1188,Informational,0.575758,Mitigating,high,1188,83,0.07119948927335003,0.06986531986531987,0
v034,douyin,7579304476411030948,https://www.douyin.com/video/7579304476411030948,青春登封,"群众的不满从不是空穴来风！""哪位少爷吸了"",撕开新规争议。（视频来源：@济南日报 ） （济南日报．爱济南 视频：孙晓清 实习生：邱乾国 文案：孙晓清 曹雅欣 校对：苏友永）#禁毒防艾宣传 #禁毒 #遵纪守法    #禁毒你我同行",60726,5535,2025-12-02T08:52:27+00:00,200,Intensifying,1.0,Intensifying,high,200,28,0.14306892063079432,0.14,0
v035,douyin,7577977847189381306,https://www.douyin.com/video/7577977847189381306,公关世界杂志社记者编辑部,吸毒记录可封存！2026年新规，吸毒记录可以封存引热议。律师：封存不意味着彻底清除，特定情况下可查询。#吸毒 #治安管理处罚法修订,192533,70000,2025-11-28T19:04:22+00:00,38,Mitigating,1.0,Mitigating,high,38,1,0.02639021507485794,0.02631578947368421,0
v036,douyin,7578811377679191332,https://www.douyin.com/video/7578811377679191332,极目新闻,"""治安违法记录封存制度""引发关注，涉毒艺人开演唱会是谁开的绿灯？极目评：防范吸毒艺人复出的红线到底有没有",95714,31354000,2025-12-01T00:59:02+00:00,2496,Informational,0.708333,Mitigating,high,2496,405,0.16261864229869763,0.1622596153846154,0
v037,douyin,7578841587762917539,https://www.douyin.com/video/7578841587762917539,齐鲁晚报·果然视频,人大代表儿子吸毒，所以呼吁前科封存？本人回应,40328,32999000,2025-12-01T02:56:11+00:00,1409,Mitigating,0.8,Informational,high,1409,105,0.07575380984025855,0.0745209368346345,0
v038,douyin,7579441443908352358,https://www.douyin.com/video/7579441443908352358,半月谈,浙江宣传：“吸毒记录封存”之忧要被听见 #半月谈 #半月谈关注,275960,4106000,2025-12-02T17:43:55+00:00,6523,Mitigating,1.0,Mitigating,high,6523,771,0.1188436490780889,0.11819714855128008,0
v039,douyin,7579478973164342571,https://www.douyin.com/video/7579478973164342571,海报新闻,“‘吸毒记录封存’之忧要被听见”，“浙江宣传”发文引关注（浙江宣传）,499216,18444000,2025-12-02T20:09:39+00:00,10949,Informational,0.647059,Informational,high,10949,1430,0.13072337769450482,0.13060553475203215,0
v040,douyin,7579464333218925867,https://www.douyin.com/video/7579464333218925867,党员生活,浙江宣传：“吸毒记录封存”之忧要被听见,252201,518000,2025-12-02T19:12:49+00:00,7079,Mitigating,1.0,Informational,high,7079,782,0.11078548007456016,0.11046758016669021,0
v041,douyin,7579585730876296511,https://www.douyin.com/video/7579585730876296511,大象新闻,浙江宣传发表评论：“吸毒记录封存”之忧要被听见，理解其背后的民族情感与安全诉求，是公共政策赢得广泛认同的基石#大象主播说 @盛梦珂 Kerr,680490,40197000,2025-12-03T03:03:55+00:00,9073,Mitigating,0.451613,Mitigating,high,9073,706,0.07826593229215936,0.07781329218560565,0
v042,douyin,7579865656779396273,https://www.douyin.com/video/7579865656779396273,中国蓝新闻,12月3日，浙江宣传发文《“吸毒记录封存”之忧要被听见》，再次在评论区里引发网友热烈的讨论。“凡涉毒，零容忍！”这些点赞最高的评论，也应被看见。#吸毒记录封存 #缉毒警察 #禁毒,145489,6630000,2025-12-03T21:10:08+00:00,2253,Informational,0.583333,Intensifying,high,2253,474,0.210290360595231,0.2103861517976032,0
v043,douyin,7580293544470369353,https://www.douyin.com/video/7580293544470369353,评论员刘雪松,吸毒档案封存，可否等完全戒除？ #中国是世界管理毒品最严格的国家 #吸毒档案封存 #抖音热评,312550,10694000,2025-12-05T00:50:36+00:00,150,Informational,0.767068,Mitigating,medium,150,11,0.07338304618717909,0.07333333333333333,0
v044,douyin,7578813069522980131,https://www.douyin.com/video/7578813069522980131,中国蓝新闻,#吸毒记录将被封存 引发热议，绝大部分网友持反对态度担心这是“纵容违法”、为“热定人群”开绿灯、对不起“#缉毒民警 的牺牲”。专家解读：封存记录是对所有人的保护，#幼师 #保安#网约车司机 等特定职业有“无吸毒记录”准入要求。#毒品  #违法犯罪,46901,6630000,2025-12-01T01:05:31+00:00,3664,Mitigating,0.925373,Mitigating,high,3664,533,0.14602132685354957,0.14546943231441048,0
v045,douyin,7579681355970268457,https://www.douyin.com/video/7579681355970268457,红星新闻,“浙江宣传”发文《“吸毒记录封存”之忧要被听见》 不能将公众的复杂情绪简单归结为 “不懂法”“不理解法治进步”,468872,38237000,2025-12-03T14:00:40+00:00,840,Informational,0.448276,Intensifying,medium,840,75,0.0898621647700782,0.08928571428571429,0
v046,douyin,7585463556707978534,https://www.douyin.com/video/7585463556707978534,新京报,前戒毒所所长谈吸毒记录封存（一）：吸毒人员的直系亲属特别是配偶，应该被赋予查询的权利#媒体精选计划,114951,27385000,2025-12-18T23:12:50+00:00,40,Informational,1.0,Mitigating,medium,40,3,0.07562118672503856,0.075,0
v047,douyin,7581372449426558246,https://www.douyin.com/video/7581372449426558246,文成融媒,浙江宣传：“吸毒记录封存”之忧要被听见。 #浙江 #禁毒,361835,105000,2025-12-07T22:37:11+00:00,10115,Informational,0.6875,Informational,high,10115,444,0.04412159823096789,0.043895205140879884,0
v048,douyin,7585464395833101578,https://www.douyin.com/video/7585464395833101578,新京报,前戒毒所所长谈吸毒记录封存（三）：成年人因为误吸或初次吸毒被处罚，违法记录应由本人申请，但需要一定时间考察；对于严重违法人员可以暂时不做改动#媒体精选计划,12382,27385000,2025-12-18T23:16:08+00:00,764,Mitigating,0.560606,Mitigating,high,764,118,0.1550270568107298,0.1544502617801047,0
v049,douyin,7587632139663904052,https://www.douyin.com/video/7587632139663904052,中山网,全国人大常委会法工委回应吸毒记录封存等问题。 #禁毒 #缉毒 #吸毒记录封存,14891,420000,2025-12-24T19:28:14+00:00,563,Mitigating,1.0,Mitigating,high,563,37,0.0677807615311055,0.06571936056838366,0
v050,douyin,7579575848647431066,https://www.douyin.com/video/7579575848647431066,齐鲁晚报·果然视频,吸毒记录封存之忧要被听见，法律落地应当顾及公众体感,226404,32999000,2025-12-03T02:25:27+00:00,1268,Informational,0.536232,Intensifying,medium,1268,113,0.09006103200065547,0.08911671924290221,0
v051,douyin,7579454658058423603,https://www.douyin.com/video/7579454658058423603,半月谈,浙江宣传：无论是对以权谋私的警惕，还是对公共安全的担忧，最终都指向一个实践命题——当治安违法记录封存制度于2026年正式施行时，应当如何精密设计、有效执行，真正让绝不纵容吸毒行为落到实处，也让普通群众的安全感得到切实呵护?#半月谈关注  #半月谈,333404,4106000,2025-12-02T18:35:11+00:00,9353,Informational,1.0,Informational,high,9353,1454,0.15627753978404774,0.15545814177269326,0
v052,douyin,7579816481233872358,https://www.douyin.com/video/7579816481233872358,西安广播电视台,浙江宣传发文《“吸毒记录封存”之忧要被听见》#你好我的城 #吸毒,43535,1788000,2025-12-03T17:59:24+00:00,1774,Informational,0.525,Informational,high,1774,328,0.1848875853458795,0.18489289740698986,0
v053,douyin,7578705876043746586,https://www.douyin.com/video/7578705876043746586,闪电新闻,“吸毒记录等将被封存”引热议，专家：封存不等于删除，幼师等岗位招聘可查询吸毒记录，不是为保护某些特定人群。#吸毒记录 #封存 #闪电主播说,9789,18378000,2025-11-30T18:09:36+00:00,2685,Mitigating,0.78125,Mitigating,high,2685,391,0.14591977291352046,0.14562383612662944,0
v054,douyin,7578469005264354213,https://www.douyin.com/video/7578469005264354213,纵览新闻,治安违法记录封存针对的是“尚不构成刑事处罚”的行政违法行为，走私、贩卖毒品构成犯罪，需纳入刑事犯罪记录管理，不适用封存规则。（央视新闻）,9959,24998000,2025-11-30T02:50:21+00:00,1487,Mitigating,0.5,Mitigating,high,1487,239,0.16081211723194513,0.16072629455279086,0
v055,douyin,7587349061108370714,https://www.douyin.com/video/7587349061108370714,湖南普法,关于“吸毒记录封存”，全国人大常委会法工委回应！#吸毒记录封存政策,27197,232000,2025-12-24T01:09:37+00:00,43,Mitigating,1.0,Mitigating,high,43,1,0.023849887864767074,0.023255813953488372,0
v056,douyin,7579062798198558006,https://www.douyin.com/video/7579062798198558006,爱济南新闻客户端,2026年1月起吸毒等记录可封存。专家解读：封存不是删除 涉毒行为分“违法”与“犯罪”（央视新闻）#缉毒 #缉毒警察 #扩散周知 #民生关注 #热门推荐,25051,1356000,2025-12-01T17:14:40+00:00,63,Mitigating,0.357143,Mitigating,high,63,5,0.08106923761552602,0.07936507936507936,0
v057,douyin,7587261598176185650,https://www.douyin.com/video/7587261598176185650,纵览新闻,关于“吸毒记录封存”等问题，全国人大常委会法工委回应！,15268,24998000,2025-12-23T19:30:12+00:00,9,Mitigating,1.0,Mitigating,high,9,0,9.005687590817818e-05,0.0,0
v058,douyin,7578500681372323072,https://www.douyin.com/video/7578500681372323072,新京报,央视解读“吸毒记录等将被封存” 治安违法记录封存不是“删除记录” 幼师、网约车司机等招聘可依法查询吸毒记录,4858,27385000,2025-11-30T04:53:32+00:00,1709,Informational,0.694444,Mitigating,high,1709,311,0.18259644101116804,0.18197776477472205,0
v059,douyin,7579501688886147173,https://www.douyin.com/video/7579501688886147173,杭州网,英雄以生命铸就的防线不能出现任何可能被侵蚀的缝隙！#禁毒,197182,8246000,2025-12-02T21:37:43+00:00,3838,Intensifying,0.818182,Intensifying,high,3838,472,0.12347219132211822,0.12298071912454403,0
v060,douyin,7587381903965523237,https://www.douyin.com/video/7587381903965523237,奔腾融媒,法工委最新回应：“吸毒记录封存” 是对现有信息管控措施的完善 惩治毒品犯罪的法律规定依然严厉#吸毒记录封存政策  #南通文旅 #最新回应,3544,2135000,2025-12-24T03:17:05+00:00,276,Mitigating,0.702703,Mitigating,high,276,24,0.08755287135436843,0.08695652173913043,0
v061,douyin,7579465223267800185,https://www.douyin.com/video/7579465223267800185,杭州新闻联播,“‘吸毒记录封存’之忧要被听见”，#浙江宣传 最新发文   #媒体精选计划  @抖音小助手,114091,84000,2025-12-02T19:16:11+00:00,617,Mitigating,0.458333,Informational,high,617,20,0.03279919806737814,0.03241491085899514,0
v062,douyin,7587267486983195946,https://www.douyin.com/video/7587267486983195946,极目新闻,关于“吸毒记录封存”等问题，全国人大常委会法工委回应：封存不是消除、删除记录，国家依法惩治和打击毒品犯罪的态度、措施和制度没有任何改变,39256,31354000,2025-12-23T19:53:02+00:00,16,Mitigating,0.6,Mitigating,high,16,0,0.0004282642767066136,0.0,0
v063,douyin,7578062034491706658,https://www.douyin.com/video/7578062034491706658,生活帮,11月29日（报道），新修订的《中华人民共和国治安管理处罚法》将于2026年1月1日起施行，其中提到，违反治安管理的记录应当予以封存。吸毒、嫖娼、偷窃和抢夺少量财物等行为，都属于违反治安管理。专家解读：封存不是“销毁”，特定情况下可查询。其目的在于让行为人在承担完法律责任后，避免终身背负污点。#缉毒 #缉毒警察,100012,13472000,2025-11-29T00:31:05+00:00,4796,Intensifying,0.529412,Mitigating,high,4796,918,0.19189996661417968,0.19140950792326938,0
v064,douyin,7578022723641740587,https://www.douyin.com/video/7578022723641740587,新浪新闻,2026年起“吸毒记录”可封存，专家回应：这不是保护特定群体，而是给人改过自新的机会 更多视频资讯关注@新浪新闻,59467,610000,2025-11-28T21:58:39+00:00,88,Informational,0.5,Mitigating,high,88,21,0.23850095215320008,0.23863636363636365,0
v065,douyin,7577969903836155170,https://www.douyin.com/video/7577969903836155170,1047交通广播,“哪位少爷吸了” 六个字涨粉400多万 南通文旅一夜成为文旅账号一哥 大家究竟在关心什么（汉新闻）#南通文旅,189735,31000,2025-11-28T18:33:35+00:00,1020,Informational,0.6,Informational,high,1020,88,0.08646877510358643,0.08627450980392157,0
v066,douyin,7578513340247428352,https://www.douyin.com/video/7578513340247428352,山西日报,“吸毒记录等将被封存”引热议！ 央视：封存不是删除，幼师等岗位招聘可查询吸毒记录！#法律 #治安违法 #禁毒,27109,776000,2025-11-30T05:42:45+00:00,4379,Mitigating,0.5,Mitigating,high,4379,683,0.15680424913139626,0.15597168303265585,0
v067,douyin,7578077031745817902,https://www.douyin.com/video/7578077031745817902,经视直播,2026年起吸毒等记录可封存引热议，律师解读：封存不意味着彻底清除， 特定情况下可查询,53944,9965000,2025-11-29T01:29:18+00:00,13,Informational,0.829787,Mitigating,high,13,1,0.10016239058537534,0.07692307692307693,0
v068,douyin,7579956844085714341,https://www.douyin.com/video/7579956844085714341,浙江之声,浙江宣传发文《“吸毒记录封存”之忧要被听见》，引发全国网友热烈讨论，浙江宣传回复：多少家庭因毒品破碎离散，多少青春因涉罪黯淡陨落......#禁毒 #浙江宣传 #致敬缉毒警察,222415,5606000,2025-12-04T03:03:56+00:00,2900,Intensifying,1.0,Intensifying,high,2900,452,0.15570525142574454,0.15586206896551724,0
v069,douyin,7579161971119896911,https://www.douyin.com/video/7579161971119896911,金龄社会,11月30日 据央视新闻，北京大学法学院研究员：吸毒行为是违法 不是犯罪，封存并不意味着要对吸毒行为进行法律上的轻纵。,791,39000,2025-12-01T23:39:24+00:00,634,Informational,0.630435,Mitigating,high,634,71,0.11348780104124999,0.11198738170347003,0
v070,douyin,7585550465547439400,https://www.douyin.com/video/7585550465547439400,纵览新闻,前戒毒所所长谈吸毒记录封存：应回应关切。,86750,24998000,2025-12-19T04:50:09+00:00,44,Informational,1.0,Mitigating,high,44,2,0.045749547295517085,0.045454545454545456,0
v071,douyin,7587746262842101030,https://www.douyin.com/video/7587746262842101030,宁夏广电新闻中心,关于“吸毒记录封存”！全国人大常委会法工委回应！#治安管理处罚法#禁毒,8046,662000,2025-12-25T02:50:54+00:00,145,Mitigating,1.0,Mitigating,high,145,8,0.05541964377906848,0.05517241379310345,0
v072,douyin,7579534167558425862,https://www.douyin.com/video/7579534167558425862,石榴云,浙江宣传发表评论文章：“吸毒记录封存”之忧要被听见 如果吸毒者的记录可以被封存，那些为禁毒付出血泪甚至生命的英雄，他们的牺牲是否被辜负？ #禁毒 #禁毒英雄 #珍爱生命 #底线不可退让 #警号,33772,959000,2025-12-02T23:43:49+00:00,2087,Informational,0.529412,Intensifying,high,2087,371,0.17766438118006914,0.17776712985146143,0
v073,douyin,7579537209439653172,https://www.douyin.com/video/7579537209439653172,凤凰WEEKLY,侠客岛：应当直面“吸毒记录被封存”的讨论。#媒体精选计划,94076,14076000,2025-12-02T23:55:36+00:00,1640,Informational,0.466667,Mitigating,high,1640,355,0.2161847565142502,0.21646341463414634,0
v074,douyin,7579524377901796648,https://www.douyin.com/video/7579524377901796648,风云传播,浙江宣传发文《“吸毒记录封存”之忧要被听见》：不能将公众的复杂情绪简单归结为“不懂法”“不理解法治进步”！#ZMG风云传播中心  （编辑：马丹晨）,202121,2674000,2025-12-02T23:05:46+00:00,1889,Intensifying,0.4,Mitigating,medium,1889,129,0.06878657387013894,0.06829010058231869,0
v075,douyin,7617319179239300499,https://www.douyin.com/video/7617319179239300499,律师老胡,涉毒案件从严从重 #禁毒 #禁毒宣传 #正能量 #爱国 #涉毒,4729,24000,2026-03-14T19:28:48+00:00,150,Mitigating,1.0,Intensifying,high,150,32,0.21320913485067042,0.21333333333333335,0
v076,douyin,7579429606181195060,https://www.douyin.com/video/7579429606181195060,观察者网,浙江宣传：“吸毒记录封存”之忧要被听见,210893,14643000,2025-12-02T16:58:11+00:00,6145,Informational,1.0,Informational,medium,6145,664,0.1082884857913067,0.1080553295362083,0
